Names,Price,Before Promo,Main Photo,descriptions,About Phone,All Reviews,Ratings,Number of Ratings,Brand,category
Joyroom JR-QP195 Dazzling Series 22.5W Power Bank 20000mAh-Black,1082.56,No Sale,https://m.media-amazon.com/images/I/61V3E8P35YL._AC_SX425_.jpg,(Connector : Type Micro USB)   (Brand : Name Joyroom)   (Battery : Cell Composition Lithium Polymer)   (Color : Black)   (Voltage : 5 Volts),JR-QP195Black,(شغال شحن سريه من كل المخارج)   (بيشحن كويس)   (الحجم الفعلي 12000 وده طبيعي وبيشحن بسرعه ممتازة ولكنه بيسرب شحن ف عملت طلب استرجاع)   (ممتاز جدا)   (توزيع الوزن مش حلو اوي بس لطيف و الusb c out مهم جدا و اضافة محترمة فيه  جودته كويسة علي السعر و سرعة الشحن ممتازة)   (سريع وكويس هو بس وزنه تقيل شوية)   (AMAZING)   (perfect 10 stars for it …long lasting battery..),4.2 out of 5 stars,21 ratings,Joyroom,power banks
"Anker Power Bank, 533 (PowerCore 30W) with PD 30W Max Output, Power IQ 3.0 Portable Charger, 10,000 mAh Battery Pack for iPhone 14 Series, MacBook, Dell, Microsoft Surface, iPad Pro, and More Black",2400,3600.00,https://m.media-amazon.com/images/I/71lFE25WhZL._AC_SY450_.jpg,(Connector : Type USB-C*2+USB-A*1)   (Brand : Name Anker)   (Battery : Cell Composition Lithium Ion)   (Color : Black)   (Voltage : 5 Volts),"30W High-Speed Charging: Supercharge your iPhone with a maximum output of 30W, boosting battery life up to 3 times faster than standard chargers., Uninterrupted Video Playtime: Enjoy extended video playback wherever you go with up to 20 extra hours of continuous entertainment on your favorite devices., Smart Display: Stay informed at a glance via the LED display, allowing you to track the battery status and use time without hassle., Advanced Safety Features: Safeguarded by the advanced ActiveShield 2.0 safety system, Anker 533 Power Bank undergoes over 3,000,000 temperature checks per day to ensure optimal performance and protection., What You Get: Anker 533 Power Bank (PowerCore 30K), welcome guide, our worry-free 18-month warranty, and friendly customer service.",(I liked the fact that you can select fast and slow charging rates by simply double pressing the button on the side. My iPhone 13 did tend to over heat on fast charge mode but then switched to slow and it was fine. Also charges my 9th Generation iPad great.)   (Me gusto mucho)   ( es pequeño y tiene muy buena capacidad)   ( la información del tiempo restante de uso es un plus)   ( pocos power banks tienen esta característica y es muy útil)   ( muy recomendado tener uno de estos vale la pena.)   (Gebruik hem voor mijn quest 3. Geeft ongeveer 2 extra uren speeltijd.)   (الشاحن ممتاز والشحن سريع وججمه مناسب للشنطة صارله معاي عدة أشهر، ولكن جرى التنويه أنه على ما أعتقد الشاحن لا يعطي ١٠ آلاف كاملة.)   (Als Tophersteller für Powerbanks wird Anker auch bei diesem eher einfacherem/günstigeren Produkt den Erwartungen gerecht. Leistung ist top und reicht für Handys und Tablet alle mal)   ( für Laptops würde ich ein anderes Produkt empfehlen. Verarbeitung ist gut und wertig. Die Powerbank ist recht klein und somit gut geeignet um für Notfälle im Rucksack überall mit hin genommen zu werden. Einzig das Display hätte man anders machen können)   ( die Infos zur Ladedauer sind nicht wirklich brauchbar)   ( die Akkustandsanzeige hingegen ist äußerst hilfreich.),4.3 out of 5 stars,"1,375 ratings",Anker,power banks
"Anker 737 Power Bank (PowerCore 24K), 24,000mAh 3-Port Portable Charger with 140W Output, Smart Digital Display, Compatible with iPhone 13 Series, Samsung, MacBook, Dell, AirPods, and More",8087,No Sale,https://m.media-amazon.com/images/I/71Linf+GHuL._AC_SX342_.jpg,"(Connector : Type USB Type C, USB Type A)   (Brand : Name Anker)   (Battery : Capacity 24000 Milliamp Hours)   (Color : multi)   (Special : Features Digital Display)   (Voltage : 5 Volts)","Ultra-Powerful Two-Way Charging: Equipped with the latest Power Delivery 3.1 and bi-directional technology to quickly recharge the portable charger or get a 140W ultra-powerful charge., High Capacity: Featuring a 24,000mAh battery capacity, juice up an iPhone 13 almost 5 times or a 2021 iPad Pro 12.9"" 1.3 times., Smart Digital Display: Easy-to-read digital display shows the output and input power and estimated time for the portable charger to fully recharge., What You Get: Anker 737 Power Bank (PowerCore 24K), welcome guide, 140W USB-C to USB-C cable, 24-month stress-free warranty, and friendly customer service.",(منتج رائع … شحن سريع … بيانات الشاشه دقيقه … يمكن الاعتماد عليه)   (جيد بس وزنه ثقيل جدا)   (منتج أصلي ومطابق للمواصفات يمكن الثقة بالآداء المميز له العيب الوحيد هو إرتفاع سعره شكرا كثيرا أمازون لكم جزيل الشكر والتقدير.)   (سعر غالي ومبالغ فيه في السوق السعودي او دبي مش اكتر من ٤٥٠ ريال نرجو مراجعة سعر الصرف الجديد وليسة السعر المبالغ فيه)   (الباور بانك نفسه يشحن في مده قد ايه ياريت توضيح)   (هذا المنتج فاشل بكل معنى الكلمة لا يشحن الماك حتى ٨٠ في المية تنفذ بطاريته من ١٠٠ الى صفر في اقل من ساعة اثناء شحن الماك بوك المفروض يشحن الماك بوك مرتين لا انصح به)   (The product is not working at all)   (I also bought an Anker 100w charger when I bought this power bank)   ( and together they charge up very quickly. The bank itself kept two phones topped up during a weekend outing. I love the display)   ( the fact that not only can you can see exactly how much power is left in the bank (with an exact percentage number)   ( not a row of dots) but the exact amount of time in minutes it will take to charge the bank (having a 100w charger makes all the difference!). And when topping up my phone)   ( you can see the exact wattage going out of the power bank into the phone. The included USB C to USB C cable is a fast charging cable as well. I trust the Anker brand; their products have served me well over the years. This power bank will be coming with me on every outing where I won't be near an outlet.)   (This charger is heavier than it looks)   ( so maybe for some people it might not be as convenient. I have no issue with it. It's not in my pocket. That was my 'negative' for this product. Now to the good stuff. Oh it didn't come with a charger but it comes with a charging cable rated at 140W to match the power bank max output and input charging. I don't own any of those Apple products but I did charge someone's Iphone with it with their cord)   ( so I know it can charge Iphones if anyone is wondering. I really bought it thinking it would charge my son's laptop but it can't the port on his laptop doesn't allow charging)   ( just data transfer. It's a gaming laptop)   ( so even the Wattage was sufficient)   ( there was no way to charge it with this device. It does charge a laptop I have here that has the port that allows it)   ( as quickly as the laptop charger (that only outputs 45W) and yes the digital screen on the power bank shows it is outputting 45W to it. It will fluctuate between 42 to 46W but I think this is normal. When the laptop (or any other device connected to it) is fully charged)   ( it will stop. I should check to see if it will start to charge again if I start using the device connected to it. It probably will though)   ( this device kinda smart to check these things. It also allows you to charge devices while being charged. Maybe that is the new standard but not much power banks did that before)   ( so the fact that this one does it pretty cool. Back to the screen. It displays some nice information. It will give you an estimate how long the connected device will take to reach 100% in real time. It also does this when you are charging the bank itself. It tells you how long it will take for it to be fully charged. Yes it can do it simultaneously. So it can tell you how it will take to reach 100% and tell you how long devices connected will take to reach 100%. While being charged)   ( you can only charge two devices (USB A and USB C) because one of the ports (the main USB C) is both input and output. When it not being charged)   ( it can charge 3 devices at the same time. Remember thought that device output 140W max so it will adjust accordingly. I am able to charge my laptop (the 45W one))   ( my Samsung phone and some Bluetooth ear plugs (or another phone) all at once and it won't even run down the power bank. I don't use it daily)   ( so I haven't needed it to charge it too often but it doesn't take long to charge. I honestly much check how long but I haven't needed more than an hour so far. I haven't run it down too low either)   ( lowest being 15%. Off course it will take longer to charge if you are charging devices at the same time)   ( although I haven't done so as it yet. Another thing I need to check. Now the questions people make ask.... tldr Is it worth this price? I paid 90 something for it)   ( so yes worth it for me. Right now it cost $109.99)   ( so still worth it for me. Now for the List Price of $149.99)   ( I wasn't buying it at that price. Does it do what it states in the description section? Yes it does and then some. Everything is states it does is accurate. Will I buy it again? This will last for quite a while for me so hopefully I won't have to replace it soon. I am hoping by the time I will need to replace this that Anker will have upgraded this to something more powerful or more wattage ( they do have that presently) for a similar price or according to cost of living if you know what I mean. Do I recommend this? TOTALLY worth it at the prices I mentioned. I didn't say it in the review but because the smart charging with it)   ( your devices are safe from overcharging and so on. Yes I trust my devices with this power bank more than the chargers that come with them. Hope this review was helpful. Read more)   (A bit clunky but the fact that i can power up multiple devices simultaneously makes it worth it…)   (Worked well with my portable xgimi projector.)   (Prima powerbank)   ( mooi ontwerp!),4.6 out of 5 stars,"10,895 ratings",Anker,power banks
"Anker 321 Magnetic Battery (PowerCore Magnetic 5K), 5,000mAh Magnetic Wireless Portable Charger, Compatible with iPhone 15/14/13/12/Pro/Plus/Pro Max Series. (Black)",1650,No Sale,https://m.media-amazon.com/images/I/615N4vKGMZL._AC_SX342_.jpg,(Brand : Name Anker)   (Compatible : Devices Smartphone)   (Color : Black)   (Material : magnetic)   (Item : Dimensions 9.4 x 6.3 x 1.5 centimeters),"Small and compact: with the slim dimensions 63.5 x 15 x 94 cm, your power bank fits effortlessly in your jacket pocket - perfect for charging power on the go., 5000 mAh capacity: with the powerful 5,000 mAh battery, you can enjoy up to 19 hours of extended video playback time with your iPhone 14 Pro Max., Absolute charging protection: equipped with negative temperature coefficient (NTC), which monitor temperatures up to 7200 times per hour to ensure reliable charging protection., Charge and charge: charge your iPhone effortlessly while the Anker 321 power bank is charging., What you get: a Anker 321 MagGo power bank, an instruction manual (English language not guaranteed).",(Este producto tiene dimensiones y peso muy buenas)   ( y no hace que sea muy voluminoso al estar junto al teléfono. El imán es muy fuerte un confundes de plástico sencillas.  La función de carga le hace como se esperaba)   ( no muy muy rápida)   ( no muy muy lenta. se carga muy rápido)   (Fais le taff pour au prix promo)   ( recharge une fois max un iPhone 14pro)   (Biraz isinabiliyor ama bence gayet is gorur)   ( ozellikle seyahat yapan kisiler icin son derece ideal.)   (Das Anker Magnetic Battery ist eine hervorragende Ergänzung für unser iPhone 15 Pro Max. Die magnetische Befestigung ermöglicht ein einfaches und sicheres Aufladen – einfach das Battery an das iPhone anbringen)   ( und es hält zuverlässig an Ort und Stelle.  Mit seiner kompakten Größe ist es ideal für den täglichen Gebrauch. Es passt problemlos in jede Tasche und bietet eine nützliche Zusatzladung)   ( die besonders an Tagen hilfreich ist)   ( an denen das Handy intensiv genutzt wird. Auch wenn die Kapazität nicht riesig ist)   ( reicht sie aus)   ( um den Tag problemlos zu überstehen.  Das Handy liegt weiterhin gut in der Hand)   ( während es aufgeladen wird. Ich bewahre das Anker Magnetic Battery in meinem Auto auf und lade es dort regelmäßig auf)   ( sodass ich immer eine zusätzliche Stromquelle zur Hand habe.  Das PreisLeistungsVerhältnis ist ausgezeichnet. Für einen fairen Preis erhält man eine kompakte)   ( praktische und leistungsfähige Zusatzbatterie)   ( die durch ihre magnetische Befestigung und einfache Handhabung überzeugt. Ich kann das Anker Magnetic Battery uneingeschränkt empfehlen)   ( besonders für alle)   ( die eine praktische und zuverlässige Lösung für zusätzliche Akkukapazität suchen. Read more)   (The unit sticks very nicely to my phone. I really like to make do with the cords. The capacity is good to extend the battery life of my phone a bit.),4.3 out of 5 stars,"3,907 ratings",Anker,power banks
Joyroom JR-T016 Dazzling Series 12W Power Bank 10000mAh-Black,399,525.07,https://m.media-amazon.com/images/I/51oPsnCtswL._AC_SY355_.jpg,(Connector : Type Usb)   (Brand : Name Joyroom)   (Battery : Cell Composition Lithium Polymer)   (Color : Black)   (Special : Features Digital Display),"An elegantly finished powerbank with a capacity of 10000 mAh, Equipped with two USB connectors, which allows you to charge two devices at once, Device also has an LED display that indicates the energy level, Power of 12 watts provides adequate charging speed, Equipped with a number of sensors, such as anti-surge, anti-overload, anti-voltage and others",(Very Good)   (هو كان كويس و كل حاجه اشتريته من شهر بشحن تليفوني تليقته شحن و لحظه فصل ولا راضي يشحن ولا يشحن مع علم انه مشحون كويس)   (المنتج كويس وشغال وممتاز)   (المنتج كما بالوصف الباور جيد وشحنه جيد شكرا امازون شكرا للبائع والتوصيل سريع)   (نشكركم على حسن تعاونكم بارتجاع البور بانك واستلام آخر جديد بديل والشكر مقدم لجميع أسرة العاملين في هذا الصرح الجميل)   (خامة جيدة ولكن القدرة الفعلية 6000)   (الشاحن لا يتقبل الشحن عمليه الشحن لا تتعدى اللون التحمر لا ينصح بشراءه)   (يؤدي الغرض),3.7 out of 5 stars,40 ratings,Joyroom,power banks
Anker 334 Magnetic Battery (PowerCore 10K) B2C - UN White Iteration 1,2200,No Sale,https://m.media-amazon.com/images/I/615Ms-aBvoL._AC_SX342_.jpg,(Connector : Type USB-A*1+USB-C*1)   (Brand : Name Anker)   (Battery : Capacity 10000 Milliamp Hours)   (Color : White)   (Special : Features Wireless Charging)   (Voltage : 5 Volts),"Massive 10,000mAh Capacity: Get up to 22 hours of extended iPhone 14 video playtime with the remarkable 10,000mAh battery., Charge Wirelessly and Magnetically: Enjoy 7.5W wireless charging with an impressive 10N magnetic force, Sleek and Portable: Seamlessly fit this power bank into your pockets or bags, thanks to its compact dimensions of 4.2 2.7 0.72 inches., Charge While Recharging: Charge your iPhone and recharge Anker 334 Magnetic Battery simultaneously. No more waiting for full power., Anker 334 Magnetic Battery (PowerCore 10K) B2C - UN White Iteration 1",(رائع وجيد جدًا مشكلته وزنه ليس بسيط)   (خامة و جودة وكفاءة)   (للاسف بعد ما اشتريته علشان مسافر وانا برا مصر مش شغال مش بيشحن 😢)   (Calidad y precio )   ( excelente)   (I bought this to use during an upcoming trip so that I could charge up multiple devices anytime I needed to. It took several hours to fully charge but once that was done)   ( it holds its own charge for a long time. Seems to charge your devices pretty quickly)   ( too. It is heavy)   ( so would probably be uncomfortable in a pocket but in your purse or backpack)   ( just fine. This is a lifesaver and I'm glad I bought it. I highly recommend.)   (After experiencing disappointment with lesserknown power banks in the past)   ( I decided to give Anker a try. The results left me truly impressed. Here's what I found during my testing:  RealWorld Performance: Using an FNB58 USB tester and a constant current load set to 2A at 5V nominal voltage)   ( I measured an actual energy output of 68.67 watthours. This measurement was taken from 100% charge down to the unit's shutdown via the USBA port.  Why WattHours Matter: Manufacturers often advertise mAh capacity)   ( but the real indicator of a power bank's capability is watthours (Wh). It's a standard unit of energy that makes it easy to compare across different devices and doesn't depend on the voltage of the cell.  Impressive Efficiency: Anker states the power bank's capacity as 74Wh. My measurements showed an efficiency of over 92%! This means it converts to approximately 18)   (500mAh (at a nominal cell voltage of 3.7V))   ( which is very close to the advertised 20)   (000mAh capacity. The power bank even delivers a stable 5V at 3.4A)   ( exceeding the specifications.  Highly Recommended: This Anker power bank delivers precisely as advertised and offers an excellent costtoperformance ratio. It's not only efficient but also aesthetically pleasing. While it lacks PD and quick charging features)   ( it's essential to manage expectations given its price point.  Pros:  Realworld performance matching specifications Impressive conversion efficiency Consistent and stable output Reliable brand reputation Competitive pricing  Cons:  Lacks PD and quick charging  In conclusion)   ( if you're looking for a power bank that offers both performance and value)   ( Anker should be at the top of your list. This power bank has certainly won my trust and approval. You can count on it to keep your devices powered)   ( efficiently and reliably. Read more)   (Aradığım ütün çok ucuza aldım)   (Very good power bank! I was on a 5day expedition)   ( and the power bank charged my phone and smartwatch 5 times each before it died on the way home! It’s quite heavy)   ( scratches up easy and takes a while to charge up. But for saying it charges my phone at least 5 times it’s great quality and value for money!!!),4.4 out of 5 stars,"4,627 ratings",Anker,power banks
Joyroom JR-QP194 Dazzling Series 22.5W Power Bank 10000mAh-White,900,No Sale,https://m.media-amazon.com/images/I/61Nuy+FgIqL._AC_SY355_.jpg,,"JR-QP194White, Brand: Joyroom, Batteries required: False",(منتج اصلي و محترم استخدام بقالي شهر علي كل حاجه شغال كويس جداً)   (ممتاز)   (هوه م ١٠ الاف اعتقد انه ٦ الاف شحن تليفون ٤٠٠٠مره ونص فقط)   (ممتاز),4.2 out of 5 stars,5 ratings,Joyroom,power banks
"Anker Prime Power Bank, 20,000 mAh External Battery with 200 W Power, Digital Display, 2 x USB-C and 1 x USB-A Port, Compatible with iPhone 14/13 Series, Samsung, MacBook, Dell, and More (Golden)",9035,No Sale,https://m.media-amazon.com/images/I/61vhPu75QUL._AC_SX342_.jpg,"(Connector : Type USB Type C, USB Type A)   (Brand : Name Anker)   (Battery : Capacity 20000 Milliamp Hours)   (Color : gold)   (Special : Features Fast Charging)   (Voltage : 20 Volts)","200 W total power: equipped with two powerful USB-C ports and a USB-A port with a total power of 200 W, for maximum efficiency! Charge two laptops quickly with your power bank at the same time with 100 W each., Fast recharged: thanks to the 100 W fast charging via the USB-C port and the Anker Prime charging station, the power bank is fully charged in 1 hour and 15 minutes., Power to take with you: With its small, compact design measuring 126.9 x 54.6 x 49.6 mm, the 20,000 mAh power bank fits perfectly in your laptop bag or backpack, ideal for on the go., Information and updates: complete control and overview thanks to the practical display, which shows the capacity, battery power of your power bank., Box contents: Anker Prime 20,000 mAh power bank (200 W), a 60 cm long USB-C to USB-C charging cable, a travel bag, instruction manual (English language not guaranteed).",(I liked the fast charging time Read more)   (Tha best Read more)   (حجمةمناسب وسريع في الشحن Read more)   (ممتاز جدا Read more)   (Good for when there is no other power supply to charge your phone)   ( tablet or watch Read more),4.4 out of 5 stars,231 ratings,Anker,power banks
Xiaomi 10W Wireeless Power Bank 10000,1599,No Sale,https://m.media-amazon.com/images/I/41J0d0scPLL._AC_SY450_.jpg,(Connector : Type USB Type C)   (Brand : Name Xiaomi)   (Battery : Capacity 10000 Milliamp Hours)   (Color : Black)   (Special : Features Wireless Charging)   (Voltage : 12 Volts),"Automatically recognizes and enables wireless charging, The ability to wirelessly synchronize the output during self-charging, Turning it into a wireless charger in seconds, Charge up to three devices simultaneously",(الباور ممتاز مشكلة فقط بالوزن حوالى ٢٥٠ جرام لكن شاومى منتجاتها كلها ممتازة بجد شركة لشركة امازون)   (اذا قمت بالشراء من البائع Desha Store سيصلك المنتج مثل المعروض بالظبط)   (تم ارسال شاحن لاسلكى شاومى ولكن موديل مختلف ١٠ واط Pad وليس المنتج الموضح بالصورة المسطح)   (هل هو مغناطيس)   (يتم ارسال لك منتج بشكل مختلف تماما عن ما تم عرضه لك في الصور)   (Es un cargador veloz y funciona muy bien con en Xiaomi Mi 10 Pro)   ( cargando con la misma velocidad que con el cargador original)   (Ben xiaomi kullanicisiyim.severek beğenerek takip ediyorum)   (Kablosuz şarjı ve kablolu şarjı tatmin edici İP13 bir kere full e di herhangi bir azalma olmadı garip uzun süre kullanımda ne olucak bakalım ama hissiyatı ve malzeme kalitesi gayet güzel tavsiye ediyorum.)   (O produto chegou em ótimas condições. Se oferecer carregamento rápido. No meu caso tenho um s20 FE que veio com um carregador de 15 w que o celular reconhece como carregamento rápido)   ( porém ao conectálo à base o celular não o reconheceu como carregamento rápido. Para fazer funcionar)   ( compre um carregador de 18 W. Observe que se você quiser um carregamento rápido com esta base)   ( é necessário um carregador de 18W ou pelo menos foi o meu caso.)   (Fijne draadloos laden dock. Laad niet beister snel met 20 watt. Voor de betaalde prijs echter prima.),4.1 out of 5 stars,"1,071 ratings",Xiaomi,power banks
Energizer Powerbank 10000mAh,499,677.54,https://m.media-amazon.com/images/I/51X0dThWWjL._AC_SY355_.jpg,"(Brand : Name Energizer)   (Battery : Cell Composition Lithium Polymer)   (Color : black)   (Special : Features Fast Charging Available, Wireless Charging)   (Voltage : 5 Volts)","10000mAh Power Capacity Provides up to 36 hours of extra screen time for smartphone, 12 hours for small tablet, and 8 hours for large tablet., Dual Outputs Design with 2 USB-A ports that can charge two devices simultaneously., Dual Inputs Allows you to recharge through micro-USB or USB-C based on your convenience.",(يعمل بشكل جيد ومطابق للوصف)   (A heavy power bank that's charges very slowly. Will never fit my needs. Had to return to buy another)   (It charges fast and it is light in weight),3.5 out of 5 stars,8 ratings,Energizer,power banks
Joyroom JR-W020 20W Mini Magnetic Wireless Power Bank 10000mAh (With USB to Type-C 0.25m Cable) (Black),1099.90,1189.95,https://m.media-amazon.com/images/I/415qGDnpYlL._AC_SX425_.jpg,"(Brand : Name فكرة)   (Battery : Cell Composition Lithium Polymer)   (Color : Black)   (Special : Features Fast Charging, Wireless Charging)   (Recommended : Uses For Product Charging)","1. Auto-sense, snap-and-charge, supports 5W/7.5W/10W/15W, PD 20W max output,charge phones up to 3X faster, 10N ultra-strong magnetic connection, Compact and small will not block the lens, Type-C port supports two-way fast charging, Wireless and wired dual mode; charge three devices simultaneously, 10000mAh capacity, power up your phone for about 20 hours, Package contents: travel pouch, USB-A to type-C charging cable (0.25m)",(منتج ممتاز وقوي التحمل وسعر مناسب شكرا)   (Good)   (Didn’t charge well and made the mobile very very hot )   ( don’t recommend this item)   (الشاحن سريع وبيشحن بسرعة أي حاجة ولكنه ثقيل نوعا ما)   (The powerbank is perfect. I ordered the navy colorway but got the white one. Anyways i wanted to buy the white but i didn’t find it)   (Very large and slow 95 to 100 in 30 minutes? What kind of powerbank is that)   (وبطئ حدا لا انصح بيه)   (المنتج لا يعمل نهائيا),4.0 out of 5 stars,21 ratings,Joyroom,power banks
